ID,State,County,obesity_percent,poverty_percent,,
1778,New Jersey,Camden County,30.2,13.2,,
1779,New Jersey,Cape May County,27.9,10.4,,
1780,New Jersey,Cumberland County,34.5,17.9,,
1781,New Jersey,Essex County,28.7,17.3,,
1782,New Jersey,Gloucester County,30.3,8.1,,
1783,New Jersey,Hudson County,23.9,17.5,,
1784,New Jersey,Hunterdon County,22.3,4.4,,
1785,New Jersey,Mercer County,24.6,11.5,,
1786,New Jersey,Middlesex County,25,8.8,,
1787,New Jersey,Monmouth County,23.2,7.5,,
1788,New Jersey,Morris County,21,4.5,,
1789,New Jersey,Ocean County,28.1,11.3,,
1790,New Jersey,Passaic County,25.7,16.7,,
1791,New Jersey,Salem County,33.9,13.5,,
1792,New Jersey,Somerset County,22.6,5,,
1793,New Jersey,Sussex County,26.2,5.7,,
1794,New Jersey,Union County,24.7,10.9,,
1795,New Jersey,Warren County,28.8,8,,10.53333333
1796,New Mexico,Bernalillo County,21.5,19.4,,
1797,New Mexico,Catron County,20.3,17.2,,
1798,New Mexico,Chaves County,29.2,21.9,,
1799,New Mexico,Cibola County,31.2,29.3,,
1800,New Mexico,Colfax County,22,19.9,,
1801,New Mexico,Curry County,30.5,21,,
